,City,Total score,Quality of life score,Family score,Cost,Internet,Fun,Safety,Lack of crime,Lack of racism,Education level,Income level,English speaking,Walkability,Traffic safety,Happiness,Nightlife,Free WiFi in city,A/C or heating,Friendly to foreigners,Freedom of speech,Female friendly,LGBTQ+ friendly,Startup Score,Hospitals,Country,Continent,Ciudad_Country,Latitude,Longitude
820,Delhi,3.21,Okay,Okay,Cheap,Fast,Okay,Good,Good,Bad,Low,Very low,Good,Okay,Bad,Bad,Okay,Bad,Bad,Good,Okay,Bad,Bad,Okay,Great,India,Asia,"Delhi, India",28.6517178,77.2219388
821,Toluca,3.13,Okay,Bad,Affordable,Good,Okay,Okay,Bad,Okay,Mediocre,Very low,Bad,Okay,Okay,Good,Okay,Bad,Bad,Bad,Bad,Bad,Great,Bad,Unknown,Mexico,Latin America,"Toluca, Mexico",19.292545,-99.6569007
822,Klaipeda,3.0,Okay,Okay,Affordable,Fast,Okay,Okay,Okay,Okay,High,Low,Okay,Great,Okay,Okay,Bad,Bad,Bad,Bad,Good,Okay,Bad,Bad,Bad,Lithuania,Europe,"Klaipeda, Lithuania",55.7127529,21.1350469
823,Guatemala City,3.14,Okay,Bad,Affordable,Slow,Okay,Bad,Very bad,Okay,Low,Very low,Bad,Okay,Okay,Good,Bad,Bad,Bad,Good,Okay,Bad,Bad,Bad,Unknown,Guatemala,Latin America,"Guatemala City, Guatemala",14.6222328,-90.5185188
824,Chennai,3.01,Okay,Bad,Cheap,Fast,Bad,Great,Good,Bad,Low,Very low,Bad,Great,Bad,Bad,Okay,Bad,Bad,Okay,Okay,Okay,Bad,Bad,Great,India,Asia,"Chennai, India",13.0836939,80.270186
825,Ulaanbaatar,2.89,Okay,Bad,Cheap,Slow,Okay,Okay,Okay,Unknown,Mediocre,Very low,Bad,Great,Bad,Bad,Bad,Good,Bad,Okay,Good,Okay,Bad,Bad,Unknown,Mongolia,Asia,"Ulaanbaatar, Mongolia",47.9184676,106.9177016
826,Uberlandia,2.98,Okay,Okay,Affordable,Good,Bad,Bad,Very bad,Okay,Mediocre,Very low,Bad,Great,Bad,Good,Okay,Bad,Bad,Okay,Okay,Bad,Great,Bad,Good,Brazil,Latin America,"Uberlandia, Brazil",-18.9188041,-48.2767837
827,Harrisonburg,2.99,Good,Good,Too expensive,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Harrisonburg, United States",38.4493315,-78.8688833
828,Pamplona,3.01,Good,Okay,Pricey,Fast,Okay,Good,Great,Okay,High,Mediocre,Okay,Bad,Okay,Good,Okay,Okay,Bad,Okay,Good,Okay,Great,Okay,Great,Spain,Europe,"Pamplona, Spain",42.8184538,-1.6442556
829,Ouagadougou,2.8,Bad,Bad,Affordable,Unusably slow,Bad,Good,Great,Bad,Very low,Very low,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Okay,Good,Bad,Bad,Bad,Unknown,Burkina Faso,Africa,"Ouagadougou, Burkina Faso",12.3681873,-1.5270944
830,Zhangjiakou,3.0,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Bad,China,Asia,"Zhangjiakou, China",40.8228016,114.880567
831,Mendoza,2.9,Okay,Okay,Affordable,Slow,Bad,Okay,Okay,Okay,High,Very low,Okay,Bad,Okay,Good,Okay,Okay,Bad,Okay,Good,Bad,Great,Bad,Okay,Argentina,Latin America,"Mendoza, Argentina",-34.787093049999996,-68.43818677312292
832,Uluwatu,3.3,Okay,Okay,Affordable,Good,Okay,Great,Great,Good,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Okay,Okay,Okay,Okay,Good,Okay,Bad,Unknown,Indonesia,Asia,"Uluwatu, Indonesia",-8.8285734,115.087937
833,Elgin,3.09,Good,Okay,Pricey,Super fast,Okay,Great,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Unknown,United States,North America,"Elgin, United States",42.03726,-88.2810994
834,Carson City,3.04,Good,Good,Pricey,Fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Great,Great,Okay,Good,United States,North America,"Carson City, United States",39.1649125,-119.7666496
835,Padova,3.05,Good,Okay,Pricey,Fast,Good,Good,Great,Bad,High,Mediocre,Good,Great,Okay,Okay,Bad,Great,Good,Good,Good,Good,Good,Okay,Great,Italy,Europe,"Padova, Italy",45.4077172,11.8734455
836,Meerut,2.92,Okay,Bad,Cheap,Fast,Okay,Good,Good,Bad,Low,Very low,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Good,Okay,Bad,Bad,Okay,Unknown,India,Asia,"Meerut, India",29.000652549999998,77.76822875372174
837,San Juan,2.98,Good,Okay,Too expensive,Fast,Okay,Okay,Bad,Good,Unknown,Mediocre,Great,Okay,Okay,Unknown,Bad,Okay,Great,Great,Unknown,Okay,Good,Okay,Bad,Puerto Rico,Latin America,"San Juan, Puerto Rico",18.465299,-66.116666
838,Lome,2.79,Bad,Bad,Cheap,Unusably slow,Bad,Okay,Okay,Bad,Low,Very low,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Unknown,Togo,Africa,"Lome, Togo",6.130419,1.215829
839,Coimbatore,2.79,Okay,Bad,Affordable,Fast,Okay,Good,Good,Bad,Low,Very low,Bad,Great,Bad,Bad,Bad,Bad,Okay,Okay,Okay,Bad,Bad,Bad,Good,India,Asia,"Coimbatore, India",11.0018115,76.9628425
840,Palembang,3.08,Okay,Bad,Affordable,Good,Okay,Good,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Indonesia,Asia,"Palembang, Indonesia",-2.9888297,104.756857
841,Luton,3.04,Good,Good,Too expensive,Fast,Good,Great,Great,Okay,High,High,Great,Okay,Okay,Good,Okay,Good,Good,Good,Good,Good,Great,Okay,Okay,United Kingdom,Europe,"Luton, United Kingdom",51.8784385,-0.4152837
842,Kumasi,2.78,Okay,Bad,Cheap,Slow,Bad,Good,Good,Bad,Mediocre,Very low,Bad,Great,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Bad,Bad,Unknown,Ghana,Africa,"Kumasi, Ghana",6.698081,-1.6230404
843,Innsbruck,2.97,Good,Okay,Pricey,Fast,Okay,Good,Great,Okay,High,High,Good,Great,Okay,Good,Okay,Okay,Okay,Okay,Great,Okay,Great,Okay,Okay,Austria,Europe,"Innsbruck, Austria",47.2654296,11.3927685
844,Battle Creek,3.08,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Okay,High,Very high,Great,Great,Okay,Good,Okay,Good,Good,Okay,Good,Okay,Great,Okay,Unknown,United States,North America,"Battle Creek, United States",42.3192548,-85.1824269
845,Hefei,2.9,Okay,Okay,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Good,China,Asia,"Hefei, China",31.8228094,117.2218033
846,Mandalay,2.95,Bad,Bad,Affordable,Good,Bad,Conflict / political instability,Good,Bad,Low,Very low,Bad,Great,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,Bad,Bad,Bad,Unknown,Myanmar,Asia,"Mandalay, Myanmar",21.9812746,96.082375
847,Chachapoyas,2.98,Okay,Bad,Cheap,Good,Bad,Good,Okay,Okay,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Good,Good,Okay,Bad,Bad,Unknown,Peru,Latin America,"Chachapoyas, Peru",-6.3718272,-77.8093378
848,Huambo,2.97,Okay,Bad,Affordable,Unusably slow,Bad,Bad,Okay,Bad,Low,Very low,Bad,Great,Bad,Bad,Okay,Bad,Bad,Okay,Okay,Okay,Bad,Bad,Unknown,Angola,Africa,"Huambo, Angola",-12.6076318,15.7411039
849,Marysville,2.97,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Bad,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Marysville, United States",48.0517429,-122.1768209
850,Gaborone,2.87,Okay,Okay,Affordable,Unusably slow,Bad,Okay,Bad,Bad,Mediocre,Very low,Good,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Good,Bad,Bad,Bad,Unknown,Botswana,Africa,"Gaborone, Botswana",-24.6581357,25.9088474
851,Kananga,2.97,Bad,Bad,Affordable,Unusably slow,Bad,Bad,Bad,Bad,Low,Very low,Bad,Okay,Bad,Unknown,Okay,Bad,Bad,Okay,Unknown,Bad,Bad,Bad,Unknown,DR Congo,Africa,"Kananga, DR Congo",-5.8951725,22.408589
852,Kassel,2.96,Good,Good,Pricey,Fast,Okay,Good,Great,Good,High,High,Good,Great,Okay,Good,Okay,Okay,Unknown,Unknown,Great,Great,Great,Okay,Great,Germany,Europe,"Kassel, Germany",51.3154546,9.4924096
853,Guilin,2.93,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Guilin, China",25.238704,110.1750728
854,Kagoshima,2.88,Good,Okay,Affordable,Fast,Okay,Good,Great,Okay,High,High,Bad,Great,Okay,Okay,Okay,Bad,Great,Bad,Good,Okay,Okay,Bad,Good,Japan,Asia,"Kagoshima, Japan",31.5841689,130.543387
855,Boumerdas,3.07,Okay,Bad,Affordable,Unusably slow,Bad,Okay,Good,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Algeria,Africa,"Boumerdas, Algeria",36.77101545,3.509589562138503
856,Patras,3.02,Okay,Okay,Pricey,Fast,Okay,Great,Great,Bad,High,Low,Okay,Okay,Okay,Okay,Bad,Bad,Okay,Okay,Good,Good,Okay,Okay,Okay,Greece,Europe,"Patras, Greece",38.246242,21.7350847
857,Mancora,2.98,Okay,Bad,Affordable,Good,Bad,Good,Okay,Okay,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Unknown,Unknown,Good,Bad,Bad,Bad,Unknown,Peru,Latin America,"Mancora, Peru",-4.1030531,-81.0481341
858,Mashhad,2.96,Okay,Bad,Affordable,Slow,Bad,Good,Good,Bad,Mediocre,Very low,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Iran,Middle East,"Mashhad, Iran",36.2974945,59.6059232
859,Janesville,3.06,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Janesville, United States",42.6829765,-89.0226793
860,Spokane Valley,2.96,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Bad,United States,North America,"Spokane Valley, United States",47.6571104,-117.2613936
861,Manchester Nh,2.99,Good,Okay,Too expensive,Super fast,Okay,Great,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Manchester Nh, United States",42.9956397,-71.4547891
862,Taichung,3.0,Good,Okay,Affordable,Fast,Bad,Conflict / political instability,Great,Okay,High,Low,Bad,Great,Okay,Good,Bad,Great,Good,Okay,Good,Good,Great,Bad,Great,Taiwan,Asia,"Taichung, Taiwan",24.163162,120.6478282
863,San Sebastian,3.0,Good,Okay,Pricey,Fast,Good,Good,Great,Okay,High,Mediocre,Okay,Great,Okay,Good,Okay,Okay,Unknown,Unknown,Good,Good,Great,Okay,Good,Spain,Europe,"San Sebastian, Spain",43.3224219,-1.9838889
864,Wuxi,3.02,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Okay,China,Asia,"Wuxi, China",31.4933074,120.3074357
865,Wichita Falls,2.89,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Bad,Great,Okay,Great,United States,North America,"Wichita Falls, United States",33.9137085,-98.4933873
866,Barranquilla,3.05,Okay,Bad,Cheap,Slow,Okay,Bad,Very bad,Okay,Mediocre,Very low,Bad,Okay,Bad,Good,Good,Unknown,Okay,Okay,Okay,Okay,Great,Bad,Bad,Colombia,Latin America,"Barranquilla, Colombia",10.9810761,-74.7988827
867,Varkala,3.0,Okay,Bad,Cheap,Fast,Bad,Good,Good,Bad,Low,Very low,Okay,Okay,Bad,Bad,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,India,Asia,"Varkala, India",8.7342288,76.7257086
868,Zhuhai,2.63,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Zhuhai, China",22.273734,113.5721327
869,Huainan,2.91,Okay,Bad,Affordable,Unusably slow,Okay,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Okay,China,Asia,"Huainan, China",32.5866826,117.0130019
870,Baton Rouge,3.02,Okay,Okay,Pricey,Fast,Bad,Good,Good,Bad,High,Very high,Great,Bad,Okay,Good,Bad,Okay,Okay,Okay,Good,Okay,Great,Okay,Great,United States,North America,"Baton Rouge, United States",30.4459596,-91.18738
871,Brighton,2.94,Good,Good,Too expensive,Fast,Okay,Good,Great,Great,High,High,Good,Great,Okay,Good,Good,Good,Okay,Good,Good,Great,Great,Okay,Great,United Kingdom,Europe,"Brighton, United Kingdom",50.8389149,-0.12693017575934035
872,Indore,3.0,Okay,Bad,Affordable,Fast,Good,Good,Good,Bad,Low,Very low,Bad,Great,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Okay,India,Asia,"Indore, India",22.7203616,75.8681996
873,Zhangjiagang,2.89,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Zhangjiagang, China",31.8782976,120.5514595
874,Tilburg,2.87,Good,Good,Pricey,Fast,Good,Good,Great,Okay,High,High,Good,Great,Okay,Great,Okay,Good,Okay,Okay,Great,Good,Great,Okay,Great,Netherlands,Europe,"Tilburg, Netherlands",51.585618749999995,5.066061908648313
875,Topeka,3.11,Good,Okay,Pricey,Fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Great,United States,North America,"Topeka, United States",39.049011,-95.677556
876,Chattanooga,3.05,Good,Good,Pricey,Super fast,Bad,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Great,Great,Great,Good,Okay,Great,Okay,Good,United States,North America,"Chattanooga, United States",35.0457219,-85.3094883
877,Shenyang,2.76,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Bad,China,Asia,"Shenyang, China",41.6749893,123.458674
878,Kinmen,2.95,Good,Okay,Affordable,Fast,Okay,Conflict / political instability,Great,Good,High,Low,Bad,Bad,Okay,Good,Bad,Bad,Great,Good,Good,Great,Great,Bad,Unknown,Taiwan,Asia,"Kinmen, Taiwan",24.4480637,118.3856331
879,Manaus,2.94,Okay,Okay,Affordable,Slow,Okay,Bad,Very bad,Okay,Mediocre,Very low,Bad,Great,Bad,Good,Okay,Bad,Bad,Good,Okay,Bad,Great,Bad,Good,Brazil,Latin America,"Manaus, Brazil",-3.1316333,-59.9825041
880,Abidjan,2.92,Okay,Bad,Affordable,Unusably slow,Okay,Okay,Unknown,Unknown,Low,Very low,Bad,Bad,Okay,Bad,Good,Okay,Okay,Bad,Unknown,Bad,Bad,Bad,Unknown,Cote d'Ivoire,Africa,"Abidjan, Cote d'Ivoire",5.320357,-4.016107
881,Zhanjiang,2.95,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Bad,China,Asia,"Zhanjiang, China",21.2737079,110.3548318
882,Bridgeport,2.97,Good,Good,Too expensive,Fast,Good,Great,Good,Bad,High,Very high,Great,Great,Okay,Good,Okay,Good,Good,Okay,Good,Good,Great,Okay,Great,United States,North America,"Bridgeport, United States",41.1670412,-73.2048348
883,Idaho Falls,2.95,Okay,Okay,Pricey,Super fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Okay,United States,North America,"Idaho Falls, United States",43.4887907,-112.03628
884,Rome,2.91,Good,Okay,Too expensive,Fast,Great,Great,Great,Bad,High,Mediocre,Bad,Great,Okay,Okay,Okay,Bad,Bad,Good,Good,Good,Bad,Okay,Bad,Italy,Europe,"Rome, Italy",41.8933203,12.4829321
885,Bern,2.96,Good,Good,Too expensive,Fast,Good,Good,Great,Okay,High,Very high,Good,Great,Okay,Great,Okay,Great,Great,Great,Great,Great,Great,Okay,Great,Switzerland,Europe,"Bern, Switzerland",46.9482713,7.4514512
886,Naypyidaw,2.92,Bad,Bad,Affordable,Slow,Bad,Conflict / political instability,Good,Bad,Low,Very low,Bad,Bad,Okay,Bad,Bad,Bad,Bad,Bad,Unknown,Bad,Bad,Bad,Unknown,Myanmar,Asia,"Naypyidaw, Myanmar",19.7540045,96.1344976
887,Jarabacoa,2.94,Okay,Bad,Affordable,Good,Okay,Okay,Bad,Good,Mediocre,Very low,Bad,Okay,Bad,Okay,Okay,Great,Bad,Great,Good,Okay,Bad,Bad,Unknown,Dominican Republic,Latin America,"Jarabacoa, Dominican Republic",19.1214072,-70.6432141
888,Rajkot,2.72,Okay,Bad,Affordable,Fast,Okay,Good,Good,Okay,Low,Very low,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,India,Asia,"Rajkot, India",22.3053263,70.8028377
889,Exeter,2.94,Good,Good,Too expensive,Fast,Okay,Good,Great,Okay,High,High,Great,Bad,Okay,Good,Good,Good,Okay,Okay,Good,Great,Great,Okay,Great,United Kingdom,Europe,"Exeter, United Kingdom",50.7255794,-3.5269497
890,Flagstaff,2.97,Good,Okay,Too expensive,Fast,Good,Good,Good,Okay,High,Very high,Great,Bad,Okay,Good,Good,Good,Good,Good,Good,Okay,Great,Okay,Good,United States,North America,"Flagstaff, United States",35.1987522,-111.6518229
891,Fushun,3.17,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Okay,Unknown,Okay,Okay,Bad,Unknown,China,Asia,"Fushun, China",41.8692972,123.924157
892,Homs,2.92,Bad,Bad,Affordable,Unusably slow,Bad,Conflict / political instability,Good,Bad,Mediocre,Very low,Bad,Great,Bad,Bad,Bad,Bad,Bad,Bad,Unknown,Bad,Bad,Bad,Unknown,Syria,Middle East,"Homs, Syria",34.7333334,36.7166667
893,Daytona Beach,2.95,Good,Good,Too expensive,Fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Daytona Beach, United States",29.2108147,-81.0228331
894,Volgograd,2.88,Okay,Bad,Affordable,Good,Bad,Conflict / political instability,Bad,Bad,High,Very low,Bad,Great,Bad,Okay,Okay,Okay,Unknown,Unknown,Bad,Okay,Bad,Bad,Unknown,Russia,Europe,"Volgograd, Russia",48.7081906,44.5153353
895,Joliet,3.0,Good,Good,Pricey,Super fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Great,United States,North America,"Joliet, United States",41.5263603,-88.0840212
896,Sanur,3.25,Okay,Bad,Cheap,Fast,Okay,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Okay,Okay,Okay,Bad,Bad,Unknown,Indonesia,Asia,"Sanur, Indonesia",-8.6831728,115.2564626
897,Xining,2.91,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Xining, China",36.617331,101.7761976
898,Valparaiso,3.1,Okay,Okay,Affordable,Good,Bad,Good,Good,Good,High,Very low,Bad,Great,Okay,Good,Okay,Bad,Unknown,Unknown,Good,Bad,Great,Bad,Great,Chile,Latin America,"Valparaiso, Chile",-33.0458456,-71.6196749
899,Casa Grande,2.87,Good,Okay,Pricey,Fast,Okay,Good,Good,Great,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Unknown,United States,North America,"Casa Grande, United States",32.8795022,-111.757352
900,Midland,2.84,Okay,Okay,Too expensive,Fast,Okay,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Okay,Good,Unknown,Unknown,Good,Good,Great,Okay,Good,United States,North America,"Midland, United States",31.9973662,-102.0779482
901,Anderson,3.01,Okay,Okay,Pricey,Super fast,Okay,Okay,Good,Good,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Anderson, United States",31.7819242,-95.6258199
902,Cairo,2.77,Okay,Bad,Cheap,Slow,Okay,Good,Good,Okay,Mediocre,Very low,Bad,Great,Bad,Bad,Okay,Okay,Okay,Good,Bad,Bad,Bad,Bad,Good,Egypt,Middle East,"Cairo, Egypt",30.0443879,31.2357257
903,Shaoxing,2.95,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Okay,China,Asia,"Shaoxing, China",29.9992425,120.576854
904,Putian,3.03,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Okay,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Okay,China,Asia,"Putian, China",25.4557366,119.0029034
905,Livingstone,2.8,Okay,Bad,Affordable,Slow,Okay,Good,Okay,Okay,Mediocre,Very low,Good,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Zambia,Africa,"Livingstone, Zambia",-17.853135,25.861429
906,Cheyenne,2.96,Good,Okay,Pricey,Fast,Okay,Good,Good,Great,High,Very high,Great,Okay,Okay,Good,Okay,Good,Unknown,Unknown,Good,Okay,Great,Okay,Good,United States,North America,"Cheyenne, United States",41.139981,-104.820246
907,Tarifa,2.9,Good,Okay,Pricey,Fast,Okay,Good,Great,Okay,High,Mediocre,Okay,Bad,Okay,Good,Okay,Okay,Okay,Okay,Good,Okay,Great,Okay,Unknown,Spain,Europe,"Tarifa, Spain",36.0127749,-5.6048873
908,Hartford,2.93,Good,Good,Too expensive,Fast,Bad,Good,Good,Good,High,Very high,Great,Great,Okay,Good,Bad,Great,Good,Good,Good,Good,Great,Okay,Great,United States,North America,"Hartford, United States",41.764582,-72.6908547
909,Soweto,2.86,Okay,Bad,Affordable,Good,Bad,Okay,Very bad,Bad,Mediocre,Very low,Okay,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Good,Bad,Great,Bad,Unknown,South Africa,Africa,"Soweto, South Africa",-26.2227778,27.89
910,Santa Barbara,2.88,Good,Okay,Way too expensive,Super fast,Good,Good,Good,Okay,High,Very high,Great,Bad,Okay,Good,Good,Good,Good,Okay,Good,Okay,Great,Okay,Great,United States,North America,"Santa Barbara, United States",34.4221319,-119.7026673
911,Qinhuangdao,2.96,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Okay,China,Asia,"Qinhuangdao, China",39.9395724,119.5894129
912,Modena,2.94,Good,Okay,Pricey,Fast,Good,Good,Great,Bad,High,Mediocre,Good,Great,Okay,Okay,Okay,Okay,Great,Great,Good,Good,Good,Okay,Great,Italy,Europe,"Modena, Italy",44.5384728,10.935960870530739
913,Essaouira,2.94,Okay,Bad,Affordable,Slow,Unknown,Good,Good,Unknown,Low,Very low,Bad,Great,Bad,Okay,Okay,Unknown,Unknown,Unknown,Okay,Bad,Bad,Bad,Unknown,Morocco,Africa,"Essaouira, Morocco",31.5118281,-9.7620903
914,Aarhus,3.03,Good,Good,Too expensive,Fast,Good,Good,Great,Great,High,Very high,Good,Great,Okay,Great,Good,Good,Bad,Good,Great,Great,Great,Okay,Great,Denmark,Europe,"Aarhus, Denmark",56.1496278,10.2134046
915,Qiqihar,2.95,Okay,Bad,Affordable,Unusably slow,Bad,Great,Great,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Okay,Unknown,Okay,Bad,Bad,Unknown,China,Asia,"Qiqihar, China",47.3523672,123.9164653
916,Yokohama,2.91,Good,Okay,Okay,Fast,Good,Great,Great,Okay,High,High,Bad,Okay,Okay,Okay,Okay,Bad,Great,Bad,Good,Okay,Bad,Bad,Good,Japan,Asia,"Yokohama, Japan",35.444991,139.636768
917,Torreon,2.82,Okay,Bad,Affordable,Good,Okay,Okay,Bad,Okay,Mediocre,Very low,Bad,Bad,Okay,Good,Okay,Bad,Bad,Bad,Bad,Bad,Great,Bad,Bad,Mexico,Latin America,"Torreon, Mexico",35.7947315,-107.21208446076524
918,Juba,2.73,Bad,Bad,Affordable,Unusably slow,Bad,Conflict / political instability,Bad,Bad,Very low,Very low,Good,Bad,Bad,Bad,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Unknown,South Sudan,Africa,"Juba, South Sudan",4.8472017,31.5951655
919,Arnhem,2.82,Good,Good,Pricey,Fast,Bad,Good,Great,Okay,High,High,Good,Great,Okay,Great,Bad,Good,Okay,Okay,Great,Great,Great,Okay,Unknown,Netherlands,Europe,"Arnhem, Netherlands",51.984257,5.9108573
920,Sendai,3.01,Good,Okay,Affordable,Fast,Okay,Great,Great,Okay,High,High,Bad,Okay,Okay,Okay,Bad,Bad,Great,Bad,Good,Okay,Okay,Bad,Great,Japan,Asia,"Sendai, Japan",38.2677554,140.8691498
921,Mcleod Ganj,2.88,Okay,Bad,Affordable,Super fast,Bad,Good,Good,Bad,Low,Very low,Okay,Bad,Bad,Bad,Bad,Okay,Okay,Okay,Okay,Bad,Bad,Bad,Unknown,India,Asia,"Mcleod Ganj, India",32.2352666,76.326238
922,Tebessa,2.98,Okay,Bad,Affordable,Slow,Bad,Okay,Good,Bad,Mediocre,Very low,Bad,Great,Bad,Okay,Bad,Bad,Bad,Bad,Okay,Bad,Bad,Bad,Unknown,Algeria,Africa,"Tebessa, Algeria",35.124945,7.901173504229375
923,Onitsha,2.9,Bad,Bad,Affordable,Slow,Bad,Okay,Okay,Bad,Low,Very low,Okay,Great,Bad,Bad,Bad,Bad,Bad,Okay,Okay,Bad,Bad,Bad,Unknown,Nigeria,Africa,"Onitsha, Nigeria",6.1461619,6.8019088
